timestamp,station_id,hour,day_of_week,is_weekend,is_holiday,sessions_count,kWh_used,avg_charging_duration,temperature,is_raining,wind_speed,event_flag,local_traffic,area_activity,connector_count,charger_type,station_capacity,location_type,hour_sin,hour_cos,day_sin,day_cos,demand_lag_1,demand_lag_7,demand_lag_24,demand_lag_168,demand_rolling_mean_6,demand_rolling_mean_24,demand_rolling_mean_168
2023-01-01 00:00:00,1,0,6,1,1,2,32.89037953591606,1.6452090304204987,22.61514928204013,0,7.352657229018116,0,31.440914600706172,97.59278817295954,16,AC,249.81604753894499,suburban,0.0,1.0,-0.7818314824680299,0.6234898018587334,133.91849720582957,133.93251588933754,133.7540144969668,133.8491031629076,32.89037953591606,32.89037953591606,32.89037953591606
2023-01-01 01:00:00,1,1,6,1,1,2,30.07785034475282,3.9343887971036478,12.871794310011422,0,0.7598185055733155,0,56.77233938870139,98.65847086454306,16,DC,249.81604753894499,suburban,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,32.89037953591606,133.93251588933754,133.7540144969668,133.8491031629076,31.484114940334443,31.484114940334443,31.484114940334443
2023-01-01 02:00:00,1,2,6,1,1,2,30.5275072628833,3.8722138431333333,12.444339440059018,0,13.218652582503013,0,36.83704798044687,74.73864212097254,16,DC,249.81604753894499,suburban,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,30.07785034475282,133.93251588933754,133.7540144969668,133.8491031629076,31.165245714517397,31.165245714517397,31.165245714517397
2023-01-01 03:00:00,1,3,6,1,1,3,34.24457680878999,1.9555902194701558,22.93652954213953,0,4.4292508880559005,0,69.7390229473994,22.505063396444687,16,AC,249.81604753894499,suburban,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,30.5275072628833,133.93251588933754,133.7540144969668,133.8491031629076,31.935078488085544,31.935078488085544,31.935078488085544
2023-01-01 04:00:00,1,4,6,1,1,2,30.961074183902035,1.989957156047863,19.451840651505552,1,3.1482566944246946,0,48.99443222417271,86.29900073215435,16,AC,249.81604753894499,suburban,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,34.24457680878999,133.93251588933754,133.7540144969668,133.8491031629076,31.740277627248844,31.740277627248844,31.740277627248844
2023-01-01 05:00:00,1,5,6,1,1,6,152.05740305717345,1.9131673476575062,17.149304807428795,1,4.404872494215341,0,50.54417223026267,21.126385817206756,16,DC,249.81604753894499,suburban,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,30.961074183902035,133.93251588933754,133.7540144969668,133.8491031629076,51.79313186556961,51.79313186556961,51.79313186556961
2023-01-01 06:00:00,1,6,6,1,1,6,173.07004883857002,2.396164321360682,19.720953670024656,1,15.908236573265782,0,53.16286173968544,25.084668022881893,16,DC,249.81604753894499,suburban,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,152.05740305717345,133.93251588933754,133.7540144969668,133.8491031629076,75.1564100826786,69.11840571885539,69.11840571885539
2023-01-01 07:00:00,1,7,6,1,1,7,177.14343783366206,2.4573171868844748,21.242795858952064,0,15.119239237840347,0,46.5189443824269,40.485465820905915,16,DC,249.81604753894499,suburban,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,173.07004883857002,32.89037953591606,133.7540144969668,133.8491031629076,99.66734133083014,82.62153473320622,82.62153473320622
2023-01-01 08:00:00,1,8,6,1,1,3,90.9887354516788,1.769728567483261,19.195583081161097,1,8.093836407420396,0,65.5999483815292,92.60531791408744,16,DC,249.81604753894499,suburban,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,177.14343783366206,30.07785034475282,133.7540144969668,133.8491031629076,109.7442126956294,83.5512237019254,83.5512237019254
2023-01-01 09:00:00,1,9,6,1,1,7,169.51104496560407,3.236962332599261,26.532959152839787,0,7.832865572555874,0,37.38459818811894,56.52276563863282,16,AC,249.81604753894499,suburban,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,90.9887354516788,30.5275072628833,133.7540144969668,133.8491031629076,132.2886240550984,92.14720582829327,92.14720582829327
